customer_id,age,monthly_bill,total_usage,contract_type,churn
1403,54,167.11,2.13,Month-to-Month,1
1404,31,187.47,69.95,Two Year,0
1405,77,37.16,38.23,One Year,0
1406,47,101.01,94.32,Month-to-Month,0
1407,52,80.74,81.98,Two Year,0
1408,38,176.72,59.18,Two Year,0
1409,54,35.03,25.97,One Year,0
1410,22,58.0,21.17,Two Year,1
1411,36,155.44,34.7,Month-to-Month,0
1412,76,29.23,48.18,One Year,0
1413,31,108.66,30.31,Two Year,0
1414,43,99.58,51.98,Two Year,0
1415,79,80.19,17.37,One Year,0
1416,21,91.02,97.79,One Year,0
1417,42,115.39,11.68,One Year,0
1418,62,49.05,93.26,Month-to-Month,1
1419,59,122.96,91.44,Month-to-Month,0
1420,42,164.98,53.01,Two Year,1
1421,35,156.83,72.77,Two Year,0
1422,57,47.7,44.17,One Year,0
1423,25,46.86,63.37,Two Year,0
1424,56,68.27,34.72,Two Year,0
1425,57,84.99,30.81,One Year,0
1426,31,93.52,58.24,Month-to-Month,0
1427,49,142.35,50.31,Month-to-Month,0
1428,68,30.2,58.37,Month-to-Month,0
1429,78,26.24,29.38,Two Year,0
1430,55,90.54,37.33,One Year,0
1431,50,145.49,9.31,Month-to-Month,0
1432,40,54.82,6.18,Two Year,0
1433,32,135.47,26.09,One Year,0
1434,50,66.77,8.35,Month-to-Month,0
1435,42,179.5,11.27,Month-to-Month,0
1436,34,181.22,81.48,One Year,0
1437,50,73.51,4.85,Two Year,0
1438,64,61.4,66.24,Two Year,0
1439,72,94.03,27.98,Month-to-Month,0
1440,19,63.3,87.28,One Year,0
1441,31,141.03,49.01,Two Year,0
1442,70,168.69,31.25,One Year,0
1443,57,141.16,52.25,One Year,1
1444,57,168.38,38.81,Month-to-Month,0
1445,68,91.46,56.87,One Year,0
1446,56,48.14,12.34,One Year,0
1447,68,152.83,99.7,One Year,1
1448,23,84.89,43.13,Two Year,0
1449,23,140.83,35.47,Month-to-Month,0
1450,20,68.72,71.31,Month-to-Month,1
1451,24,34.62,37.03,One Year,0
1452,68,198.66,83.49,One Year,1
1453,25,48.12,45.97,Two Year,0
1454,59,197.92,72.24,Month-to-Month,0
1455,69,195.91,11.64,Two Year,0
1456,32,162.89,84.77,Month-to-Month,0
1457,64,138.7,73.84,Two Year,0
1458,46,124.01,21.96,One Year,0
1459,50,175.9,15.38,Two Year,0
1460,69,72.1,32.31,One Year,1
1461,47,104.18,97.63,Month-to-Month,0
1462,56,131.49,26.43,Month-to-Month,0
1463,44,94.01,46.16,One Year,1
1464,53,96.95,3.97,Month-to-Month,0
1465,46,79.45,40.33,Two Year,0
1466,55,121.56,57.56,One Year,0
1467,74,173.1,95.36,Month-to-Month,0
1468,50,56.28,52.16,Two Year,0
1469,78,188.2,82.09,Two Year,0
1470,54,144.04,55.17,Month-to-Month,0
1471,44,168.19,5.04,Month-to-Month,0
1472,72,120.11,32.19,Two Year,0
1473,50,160.31,57.98,One Year,0
1474,79,22.92,95.11,Month-to-Month,0
1475,21,167.31,86.05,Month-to-Month,0
1476,39,27.22,23.61,One Year,1
1477,19,180.18,22.79,One Year,1
1478,27,198.55,20.92,Month-to-Month,0
1479,22,72.93,92.33,One Year,0
1480,76,57.86,85.41,Two Year,1
1481,27,157.77,77.71,Two Year,0
1482,50,65.54,39.88,Two Year,0
1483,71,175.8,50.93,Month-to-Month,0
1484,55,38.51,46.97,One Year,1
1485,30,42.67,26.09,Two Year,0
1486,48,196.25,51.0,One Year,0
1487,64,141.29,4.02,Two Year,0
1488,53,172.44,14.05,One Year,0
1489,62,78.38,88.77,Two Year,0
1490,41,141.77,75.42,Two Year,0
1491,69,126.96,42.86,Two Year,0
1492,73,128.57,52.2,Two Year,0
1493,32,142.86,37.63,Two Year,0
1494,46,123.56,74.34,Two Year,0
1495,25,97.23,78.63,Two Year,0
1496,22,69.67,76.57,Two Year,0
1497,46,158.34,72.54,Two Year,0
1498,64,60.73,21.25,One Year,0
1499,21,144.62,34.46,One Year,0
1500,29,62.0,47.51,Month-to-Month,1
1501,62,132.56,33.75,Two Year,0
1502,19,154.47,75.74,One Year,0
1503,44,59.37,33.61,One Year,0
1504,48,30.79,14.68,One Year,0
1505,68,43.58,40.51,One Year,1
1506,68,129.08,98.01,One Year,0
1507,53,172.9,23.36,One Year,0
1508,53,28.1,61.6,Month-to-Month,1
1509,43,152.15,43.86,One Year,0
1510,60,81.44,8.03,Month-to-Month,0
1511,44,106.14,49.3,Month-to-Month,0
1512,22,187.19,70.51,Two Year,0
1513,37,79.75,51.81,Two Year,1
1514,28,103.76,87.34,Two Year,0
1515,79,22.46,29.6,One Year,1
1516,27,34.69,9.54,Two Year,1
1517,57,66.55,93.72,One Year,0
1518,55,25.01,38.44,One Year,0
1519,23,133.65,58.06,Two Year,0
1520,25,96.75,79.41,Two Year,0
1521,40,118.67,33.11,Month-to-Month,0
1522,64,51.44,71.9,Month-to-Month,0
1523,43,73.27,14.41,One Year,0
1524,63,139.49,29.84,One Year,1
1525,60,193.75,15.33,Two Year,0
1526,29,29.08,81.31,Two Year,0
1527,43,180.27,23.04,Month-to-Month,1
1528,30,123.84,72.02,Two Year,0
1529,57,121.51,94.39,One Year,0
1530,79,110.05,53.25,Two Year,0
1531,35,32.49,54.46,Month-to-Month,0
1532,42,36.18,46.64,One Year,0
1533,50,128.16,33.26,Month-to-Month,0
1534,64,81.37,48.09,Month-to-Month,0
1535,57,185.11,60.68,One Year,1
1536,77,93.19,98.61,Month-to-Month,0
1537,60,45.79,93.84,Two Year,0
1538,29,148.65,86.35,Two Year,0
1539,61,72.8,89.02,Month-to-Month,0
1540,53,114.58,47.32,Two Year,0
1541,65,145.61,66.09,Month-to-Month,1
1542,21,182.05,89.61,Two Year,0
1543,22,162.59,39.9,Month-to-Month,0
1544,73,141.74,96.21,Two Year,0
1545,54,142.33,42.16,One Year,0
1546,25,190.27,60.51,One Year,0
1547,59,73.25,71.27,Two Year,0
1548,66,20.2,95.11,Month-to-Month,0
1549,45,68.95,25.22,Two Year,0
1550,48,59.22,74.87,Month-to-Month,0
1551,75,139.13,52.56,Two Year,0
1552,26,134.07,27.59,Two Year,0
1553,71,126.82,77.88,One Year,1
1554,68,22.92,55.67,Month-to-Month,0
1555,46,151.18,66.44,Month-to-Month,0
1556,31,78.24,32.97,Month-to-Month,0
1557,57,139.71,48.65,Month-to-Month,0
1558,58,120.18,62.12,Month-to-Month,0
1559,39,81.69,41.09,One Year,0
1560,28,44.22,20.64,Two Year,0
1561,40,37.0,96.2,Month-to-Month,0
1562,18,169.67,51.64,Month-to-Month,1
1563,63,185.31,73.66,Two Year,0
1564,54,136.96,41.69,One Year,0
1565,38,38.62,36.16,One Year,0
1566,43,92.36,41.31,One Year,1
1567,63,151.21,41.51,Two Year,0
1568,53,160.37,54.87,Two Year,0
1569,71,41.28,54.8,One Year,1
1570,40,20.01,50.22,One Year,0
1571,74,148.18,14.34,Two Year,0
1572,18,84.19,50.11,One Year,0
1573,71,65.81,17.74,Month-to-Month,1
1574,72,22.32,13.49,Two Year,1
1575,68,117.25,93.33,One Year,1
1576,57,173.21,60.89,Month-to-Month,0
1577,32,192.37,66.29,Two Year,1
1578,38,121.83,40.78,Two Year,0
1579,64,112.6,90.99,Month-to-Month,0
1580,26,35.31,64.16,Two Year,0
1581,70,118.8,77.15,One Year,0
1582,26,88.4,37.49,Two Year,0
1583,27,129.28,96.04,One Year,0
1584,69,89.97,82.23,Month-to-Month,1
1585,74,63.25,85.54,Month-to-Month,0
1586,70,37.09,18.05,Two Year,0
1587,43,76.69,27.83,Month-to-Month,1
1588,58,37.4,29.28,Month-to-Month,0
1589,52,51.84,27.82,Two Year,0
1590,69,197.72,85.69,One Year,0
1591,42,99.94,4.16,Two Year,0
1592,43,115.74,8.53,Two Year,0
1593,28,177.25,28.12,One Year,0
1594,55,199.2,20.79,One Year,1
1595,19,124.89,23.95,One Year,0
1596,24,166.25,80.0,Two Year,0
1597,35,78.85,56.75,One Year,0
1598,44,75.03,1.57,Month-to-Month,0
1599,51,92.49,43.5,One Year,0
1600,44,141.05,41.38,Month-to-Month,1
1601,34,142.79,12.28,One Year,0
1602,60,76.74,67.94,Month-to-Month,0
1603,76,43.98,70.51,Month-to-Month,1
1604,61,133.83,72.37,Month-to-Month,0
1605,76,43.1,73.12,Month-to-Month,0
1606,68,124.13,1.01,Month-to-Month,0
1607,71,144.82,95.44,One Year,0
1608,41,146.11,81.61,Two Year,1
1609,42,155.62,90.49,Two Year,0
1610,24,177.11,2.55,Two Year,0
1611,69,109.99,93.45,Two Year,0
1612,23,151.44,81.17,Two Year,1
1613,70,131.45,83.88,Month-to-Month,1
1614,41,53.6,10.24,One Year,0
1615,50,24.62,74.14,Month-to-Month,0
1616,66,71.22,96.03,One Year,0
1617,46,99.75,68.18,One Year,0
1618,60,131.08,57.49,One Year,1
1619,39,172.99,94.62,One Year,1
1620,43,55.32,44.85,Two Year,1
1621,45,42.6,60.33,One Year,0
1622,67,193.43,48.16,One Year,1
1623,38,39.45,93.35,Two Year,1
1624,66,106.13,8.53,Month-to-Month,0
1625,24,125.4,50.61,Month-to-Month,0
1626,34,117.45,69.01,Month-to-Month,0
1627,37,35.49,79.4,Month-to-Month,0
1628,58,30.26,58.72,One Year,1
1629,66,38.99,90.98,Two Year,0
1630,37,125.41,94.26,Two Year,0
1631,71,117.98,7.37,Month-to-Month,0
1632,39,62.07,40.83,Two Year,0
1633,45,134.8,3.32,One Year,1
1634,78,167.61,33.61,Month-to-Month,0
1635,57,27.48,54.15,One Year,0
1636,66,109.66,91.17,One Year,0
1637,24,144.08,84.81,One Year,0
1638,18,65.42,13.62,One Year,0
1639,49,75.4,10.21,One Year,1
1640,30,130.45,59.34,Month-to-Month,0
1641,47,181.63,53.68,One Year,0
1642,40,165.79,27.37,Month-to-Month,0
1643,68,124.96,90.05,Two Year,0
1644,76,151.44,92.81,One Year,1
1645,73,85.67,40.86,One Year,0
1646,36,135.37,89.14,Two Year,0
1647,79,103.91,39.01,Month-to-Month,0
1648,49,54.19,73.94,One Year,0
1649,47,146.31,48.12,Two Year,0
1650,46,120.16,13.14,Two Year,0
1651,66,84.55,92.87,One Year,0
1652,62,184.04,45.96,Month-to-Month,1
1653,46,23.77,73.71,Month-to-Month,0
1654,47,76.84,37.35,One Year,0
1655,33,30.24,2.87,Two Year,1
1656,57,157.97,10.95,One Year,1
1657,36,146.38,50.13,Month-to-Month,0
1658,35,79.64,69.31,Two Year,0
1659,18,141.62,34.14,One Year,0
1660,31,91.27,69.85,Two Year,0
1661,68,156.13,70.16,Month-to-Month,0
1662,64,101.75,70.69,Month-to-Month,0
1663,67,94.21,49.76,Month-to-Month,0
1664,19,188.25,91.57,One Year,0
1665,71,65.16,49.43,Two Year,0
1666,45,41.68,45.58,One Year,0
1667,66,125.22,20.74,One Year,0
1668,67,194.48,31.46,One Year,0
1669,47,88.01,5.19,One Year,0
1670,55,31.17,63.72,Two Year,0
1671,68,81.07,25.61,Two Year,0
1672,21,111.07,31.11,One Year,0
1673,18,49.15,77.31,One Year,0
1674,25,138.46,33.39,Month-to-Month,0
1675,46,199.59,24.98,Month-to-Month,0
1676,72,101.31,17.74,Two Year,0
1677,56,83.85,77.71,Month-to-Month,0
1678,20,92.13,13.84,Two Year,0
1679,49,40.73,45.92,Two Year,0
1680,27,178.99,51.19,Two Year,0
1681,27,94.67,69.05,Month-to-Month,0
1682,36,89.71,63.7,Month-to-Month,0
1683,63,138.74,81.26,Two Year,1
1684,51,99.57,5.43,Two Year,0
1685,77,136.68,30.35,One Year,0
1686,50,31.06,28.73,Two Year,0
1687,40,166.47,15.46,Two Year,0
1688,72,189.29,29.63,One Year,0
1689,45,136.78,31.67,Two Year,0
1690,49,191.82,52.67,Two Year,0
1691,67,47.26,66.71,Two Year,0
1692,24,105.93,38.73,One Year,0
1693,46,128.33,72.23,Month-to-Month,0
1694,25,124.71,34.28,Two Year,0
1695,18,92.26,29.74,One Year,0
1696,74,80.86,54.58,Two Year,0
1697,72,42.83,3.35,One Year,0
1698,20,90.51,8.9,Two Year,0
1699,41,49.28,42.38,One Year,0
1700,40,152.19,94.35,Month-to-Month,0
1701,76,57.59,72.43,Month-to-Month,0
1702,78,30.54,9.72,Month-to-Month,0
1703,25,119.43,84.79,Two Year,1
1704,71,127.14,73.5,One Year,0
1705,74,176.94,61.48,Two Year,0
1706,64,123.86,82.21,Two Year,0
1707,54,82.19,41.01,One Year,1
1708,20,164.54,22.93,Two Year,1
1709,68,117.25,51.69,One Year,0
1710,50,34.27,55.34,One Year,0
1711,45,121.85,54.29,Month-to-Month,0
1712,64,183.44,56.94,Month-to-Month,0
1713,25,91.34,94.92,Month-to-Month,0
1714,51,73.34,90.32,One Year,1
1715,52,45.82,87.7,Month-to-Month,0
1716,49,47.26,80.34,One Year,0
1717,41,97.9,94.4,Two Year,0
1718,31,127.22,10.75,Month-to-Month,0
1719,49,34.51,27.25,One Year,0
1720,73,189.12,50.01,One Year,0
1721,63,155.92,84.81,One Year,0
1722,60,125.59,51.01,One Year,0
1723,33,169.12,75.06,Month-to-Month,0
1724,21,34.43,14.76,Month-to-Month,1
1725,69,105.83,25.99,Month-to-Month,0
1726,54,133.42,73.45,One Year,0
1727,71,169.16,17.31,Two Year,0
1728,38,161.02,35.78,One Year,0
1729,31,69.87,27.22,Two Year,1
1730,48,189.36,35.64,Month-to-Month,1
1731,72,42.38,71.12,One Year,0
1732,65,177.52,37.42,One Year,0
1733,35,194.77,55.97,Month-to-Month,0
1734,24,51.89,10.89,One Year,1
1735,27,149.97,80.7,Two Year,0
1736,24,27.25,37.62,Two Year,0
1737,50,92.98,65.2,Two Year,0
1738,40,112.93,72.81,One Year,1
1739,38,124.52,21.76,One Year,0
1740,36,188.47,88.58,Two Year,0
1741,65,141.01,62.01,One Year,0
1742,78,106.63,43.44,Two Year,1
1743,36,165.74,19.05,Month-to-Month,0
1744,53,191.1,94.29,Two Year,1
1745,46,23.97,75.75,Month-to-Month,0
1746,77,196.85,21.59,Month-to-Month,0
1747,35,35.5,34.43,Month-to-Month,1
1748,19,166.59,81.16,Two Year,1
1749,18,70.46,69.87,Two Year,0
1750,64,43.79,76.81,One Year,0
1751,22,99.17,44.68,One Year,0
1752,37,135.91,71.93,Month-to-Month,0
1753,28,88.57,39.26,Two Year,0
1754,59,29.82,21.92,One Year,0
1755,19,127.9,63.64,One Year,0
1756,20,182.43,97.63,One Year,0
1757,40,88.98,31.75,Two Year,0
1758,72,58.94,46.64,One Year,0
1759,29,99.66,67.73,Month-to-Month,0
1760,37,28.71,54.61,Two Year,0
1761,22,167.69,84.5,One Year,0
1762,54,168.74,76.41,One Year,0
1763,55,125.84,6.77,Two Year,0
1764,47,83.56,99.84,One Year,0
1765,26,163.96,75.49,One Year,0
1766,51,119.84,86.53,Month-to-Month,0
1767,70,168.67,65.47,Two Year,0
1768,61,133.66,85.77,One Year,0
1769,52,161.19,12.13,Two Year,0
1770,69,127.74,35.43,Two Year,1
1771,75,94.55,87.77,Month-to-Month,0
1772,39,192.43,20.96,Month-to-Month,1
1773,61,117.4,8.75,Two Year,0
1774,41,128.92,79.02,Month-to-Month,0
1775,34,59.69,83.71,Month-to-Month,0
1776,27,132.62,17.1,One Year,0
1777,47,122.89,85.58,Month-to-Month,1
1778,73,53.27,68.99,Month-to-Month,0
1779,76,30.73,52.49,One Year,0
1780,63,128.78,83.19,One Year,0
1781,40,157.46,42.51,Two Year,0
1782,49,114.21,20.21,Month-to-Month,0
1783,34,60.82,29.2,One Year,0
1784,67,139.97,51.01,Month-to-Month,1
1785,68,34.42,53.6,Two Year,0
1786,34,99.53,80.75,Month-to-Month,0
1787,31,49.41,79.34,Month-to-Month,0
1788,26,53.2,58.56,Month-to-Month,0
1789,57,56.41,78.3,One Year,0
1790,19,89.61,19.99,One Year,1
1791,62,29.21,5.96,Two Year,0
1792,42,91.6,87.49,Month-to-Month,0
1793,56,112.11,8.48,Two Year,1
1794,26,106.99,25.42,Two Year,0
1795,71,88.9,69.84,One Year,0
1796,39,171.05,41.54,Month-to-Month,0
1797,60,46.16,87.76,Month-to-Month,1
1798,63,111.03,30.5,Two Year,0
1799,21,31.17,2.18,Month-to-Month,0
1800,43,32.81,30.76,One Year,0
1801,75,123.3,58.23,Two Year,0
1802,46,121.88,38.22,Two Year,0
1803,62,178.05,53.95,One Year,0
1804,51,120.42,87.78,One Year,0
1805,40,192.76,91.34,One Year,1
1806,54,28.77,27.33,One Year,0
1807,28,37.64,46.75,One Year,0
1808,23,27.93,55.37,One Year,1
1809,35,53.35,94.96,Two Year,0
1810,38,117.43,99.86,Month-to-Month,1
1811,59,136.2,24.31,Month-to-Month,0
1812,53,28.21,72.97,Two Year,0
1813,58,190.27,38.43,Month-to-Month,0
1814,55,171.59,1.8,Month-to-Month,0
1815,51,73.39,1.92,Two Year,0
1816,34,33.89,46.6,Month-to-Month,0
1817,54,50.58,49.35,Month-to-Month,0
1818,42,42.85,3.23,Two Year,0
1819,55,42.19,69.01,Month-to-Month,0
1820,75,113.34,30.11,One Year,0
1821,29,64.25,56.43,Two Year,0
1822,40,84.47,30.79,Month-to-Month,0
1823,70,198.11,17.55,Month-to-Month,0
1824,59,143.18,41.31,One Year,0
1825,39,190.82,24.0,Two Year,0
1826,38,45.66,53.95,Two Year,0
1827,44,88.79,20.68,Month-to-Month,0
1828,74,119.85,51.33,One Year,1
1829,48,33.82,16.58,One Year,0
1830,23,20.75,67.43,One Year,0
1831,44,140.68,75.64,One Year,1
1832,57,135.53,11.93,One Year,0
1833,51,93.94,47.31,One Year,0
1834,29,108.14,8.02,Two Year,0
1835,62,94.78,60.22,Month-to-Month,0
1836,74,24.32,27.18,Month-to-Month,0
1837,70,80.37,53.23,One Year,0
1838,24,51.87,52.23,Two Year,0
1839,27,37.72,92.51,Two Year,0
1840,62,192.21,55.36,One Year,0
1841,34,127.88,58.72,Month-to-Month,0
1842,43,151.16,40.76,One Year,0
1843,38,76.77,94.96,Two Year,0
1844,45,90.77,77.94,One Year,0
1845,79,62.65,29.26,Month-to-Month,0
1846,75,37.45,84.58,Month-to-Month,1
1847,63,52.23,43.81,Two Year,0
1848,19,163.55,83.04,One Year,0
1849,77,141.96,82.47,One Year,0
1850,71,118.45,19.7,Two Year,0
1851,60,105.52,70.41,One Year,0
1852,18,186.04,29.77,Two Year,0
1853,68,33.09,30.45,One Year,0
1854,70,70.51,30.34,Month-to-Month,1
1855,53,82.99,72.83,Two Year,0
1856,68,160.84,23.75,One Year,1
1857,43,198.65,1.09,One Year,0
1858,46,63.32,71.81,One Year,0
1859,38,177.38,17.95,Two Year,1
1860,28,169.51,11.34,Month-to-Month,0
1861,57,60.44,24.51,One Year,1
1862,28,91.88,38.61,Two Year,0
1863,53,93.74,48.11,One Year,0
1864,66,196.08,5.41,Month-to-Month,0
1865,76,52.56,97.09,Month-to-Month,0
1866,56,163.85,71.89,Month-to-Month,0
1867,57,80.15,33.0,Two Year,0
1868,52,151.56,32.55,One Year,0
1869,71,95.6,45.41,Two Year,0
1870,51,124.1,63.0,One Year,0
1871,72,169.87,15.49,Two Year,0
1872,64,164.75,19.7,One Year,0
1873,41,175.96,86.08,Two Year,0
1874,71,30.73,26.37,One Year,0
1875,39,144.57,38.64,Two Year,1
1876,22,45.2,87.26,Month-to-Month,0
1877,73,94.85,66.65,Two Year,0
1878,50,118.75,34.83,Month-to-Month,0
1879,75,92.49,68.69,Month-to-Month,1
1880,53,113.53,2.95,One Year,0
1881,64,199.37,73.83,Month-to-Month,0
1882,37,44.34,49.21,Month-to-Month,0
1883,36,141.58,81.51,One Year,0
1884,52,91.28,95.51,Two Year,0
1885,69,43.94,92.65,Two Year,1
1886,60,48.57,91.02,Month-to-Month,1
1887,34,190.87,51.7,Two Year,0
1888,79,178.33,36.65,Month-to-Month,0
1889,76,183.27,47.04,Two Year,1
1890,62,198.48,69.3,Two Year,0
1891,60,57.5,88.52,Two Year,0
1892,51,83.98,21.49,Month-to-Month,0
1893,26,140.46,91.9,One Year,0
1894,43,107.08,81.7,Two Year,0
1895,19,95.31,97.91,Two Year,1
1896,70,84.41,88.14,Two Year,0
1897,26,126.88,28.71,Month-to-Month,0
1898,26,123.61,11.49,One Year,0
1899,57,49.06,12.11,Month-to-Month,0
1900,34,104.91,29.83,Two Year,0
1901,18,119.62,61.8,Month-to-Month,0
1902,42,122.65,80.63,Two Year,0
1903,78,57.82,90.03,Two Year,1
1904,60,153.61,62.75,Month-to-Month,0
1905,57,24.54,1.56,Two Year,1
1906,59,83.87,19.45,Two Year,0
1907,42,160.44,10.87,One Year,0
1908,56,121.5,36.97,Month-to-Month,0
1909,52,67.01,50.63,Month-to-Month,0
1910,20,145.09,5.3,Two Year,0
1911,67,122.13,35.5,Two Year,0
1912,54,163.32,18.74,Month-to-Month,0
1913,61,152.3,65.06,Month-to-Month,0
1914,61,129.82,46.96,Month-to-Month,0
1915,68,107.87,50.04,Two Year,0
1916,47,43.97,43.34,One Year,0
1917,55,67.04,95.65,One Year,0
1918,51,95.44,22.26,Two Year,0
1919,29,127.87,52.15,Two Year,0
1920,36,112.47,73.87,Two Year,0
1921,54,71.87,56.13,Month-to-Month,0
1922,61,21.16,92.97,Two Year,0
1923,76,109.32,38.42,Month-to-Month,0
1924,76,71.41,46.9,One Year,0
1925,66,152.23,9.76,Two Year,1
1926,78,24.31,61.29,Two Year,0
1927,34,125.27,29.53,Month-to-Month,1
1928,27,189.47,16.87,Month-to-Month,0
1929,74,51.39,54.91,Month-to-Month,1
1930,72,104.9,53.7,One Year,0
1931,66,36.46,8.51,One Year,0
1932,64,132.62,70.12,Two Year,0
1933,29,119.1,62.75,Two Year,0
1934,79,93.33,19.71,Month-to-Month,1
1935,33,113.85,47.47,One Year,0
1936,41,181.38,72.31,Two Year,1
1937,36,55.33,53.41,Month-to-Month,0
1938,25,24.06,40.15,Month-to-Month,0
1939,48,175.1,32.91,One Year,0
1940,38,123.88,61.43,One Year,1
1941,34,180.32,93.97,Two Year,0
1942,40,127.45,67.5,Two Year,0
1943,54,165.83,8.4,Month-to-Month,0
1944,71,97.34,46.61,Month-to-Month,0
1945,33,154.97,89.19,Month-to-Month,1
1946,23,184.35,10.35,Two Year,0
1947,25,122.98,98.9,One Year,0
1948,42,52.54,94.96,Two Year,0
1949,35,68.38,8.75,One Year,0
1950,42,55.76,93.41,Two Year,0
1951,29,64.43,36.95,Two Year,0
1952,32,75.15,84.63,One Year,0
1953,76,119.92,42.42,Two Year,0
1954,43,125.84,44.64,Two Year,0
1955,58,96.77,63.79,Month-to-Month,0
1956,62,130.78,77.67,One Year,1
1957,43,34.68,4.35,One Year,1
1958,64,35.8,59.72,Month-to-Month,0
1959,49,50.93,19.49,One Year,0
1960,27,113.25,35.25,Month-to-Month,0
1961,33,58.52,35.45,One Year,0
1962,24,70.99,47.44,One Year,0
1963,34,92.06,34.08,One Year,0
1964,40,166.14,11.63,One Year,0
1965,43,22.5,15.42,Month-to-Month,0
1966,38,136.89,4.31,Month-to-Month,1
1967,39,140.4,47.55,One Year,0
1968,75,163.76,95.49,Two Year,0
1969,24,187.9,12.45,Month-to-Month,0
1970,31,23.62,94.68,One Year,0
1971,32,47.68,73.6,Month-to-Month,0
1972,70,179.51,64.11,Two Year,0
1973,24,102.53,64.88,Two Year,0
1974,26,121.63,82.85,Two Year,0
1975,68,139.34,11.59,One Year,0
1976,65,142.23,50.97,One Year,0
1977,25,187.71,70.01,Two Year,1
1978,67,199.45,59.1,Month-to-Month,0
1979,76,149.63,83.45,Month-to-Month,0
1980,40,71.7,8.15,Two Year,0
1981,46,178.36,69.38,One Year,0
1982,35,28.86,53.87,Month-to-Month,1
1983,48,61.59,38.54,Month-to-Month,0
1984,47,181.53,34.69,Month-to-Month,0
1985,69,66.11,62.46,One Year,0
1986,56,59.72,89.21,Two Year,0
1987,52,44.86,50.12,One Year,1
1988,35,174.64,82.65,Month-to-Month,0
1989,76,110.01,40.81,Two Year,0
1990,59,141.48,11.14,One Year,1
1991,56,63.03,7.09,Two Year,0
1992,34,156.45,6.08,Month-to-Month,0
1993,31,156.8,38.63,One Year,0
1994,48,76.27,34.39,Two Year,0
1995,41,93.92,72.08,One Year,0
1996,52,57.74,74.54,Month-to-Month,0
1997,61,195.78,6.03,Two Year,0
1998,77,136.21,22.89,Month-to-Month,1
1999,62,188.22,28.15,Two Year,0
2000,51,74.61,55.21,Month-to-Month,0
2001,20,160.74,15.31,Month-to-Month,0
2002,54,157.85,14.26,One Year,1
2003,60,144.5,94.44,Month-to-Month,0
2004,57,193.82,80.62,One Year,1
2005,43,90.84,18.88,Month-to-Month,0
2006,72,43.53,41.25,Month-to-Month,1
2007,40,140.91,36.21,Month-to-Month,0
2008,61,151.28,79.31,Two Year,0
2009,56,123.51,51.51,One Year,0
2010,32,57.23,13.66,Two Year,0
2011,73,110.8,74.16,One Year,0
2012,66,76.19,40.29,Month-to-Month,0
2013,21,96.94,27.03,Two Year,0
2014,46,136.14,38.17,One Year,1
2015,39,154.14,50.28,Month-to-Month,0
2016,42,61.8,34.97,One Year,0
2017,30,92.96,24.95,One Year,0
2018,35,68.45,40.45,Month-to-Month,0
2019,50,55.75,2.9,Two Year,1
2020,33,161.01,77.48,Month-to-Month,0
2021,62,183.67,17.92,Two Year,0
2022,59,86.64,5.35,One Year,0
2023,61,155.23,65.72,One Year,1
2024,79,181.46,77.62,One Year,1
2025,19,172.3,81.57,Two Year,0
2026,72,52.91,49.86,Month-to-Month,0
2027,52,192.13,21.33,Two Year,0
2028,59,87.8,73.99,One Year,0
2029,51,81.06,70.27,One Year,0
2030,47,31.24,25.38,Month-to-Month,0
2031,76,107.51,90.44,Two Year,0
2032,72,39.62,11.33,One Year,0
2033,30,64.74,98.29,Two Year,0
2034,30,77.05,86.16,Two Year,0
2035,35,165.59,69.1,Month-to-Month,0
2036,49,177.59,93.94,Month-to-Month,0
2037,49,74.44,72.51,One Year,0
2038,52,174.57,19.86,Month-to-Month,0
2039,76,174.3,44.77,Two Year,1
2040,56,157.64,8.08,Month-to-Month,0
2041,63,46.41,39.58,Two Year,0
2042,69,144.26,74.42,One Year,1
2043,46,190.1,39.26,Two Year,0
2044,79,142.86,33.7,Month-to-Month,1
2045,66,79.69,59.94,Month-to-Month,0
2046,46,110.1,87.35,One Year,0
2047,79,136.23,5.71,Month-to-Month,0
2048,70,111.9,39.16,One Year,0
2049,61,41.59,16.67,One Year,0
2050,74,76.17,69.84,Month-to-Month,0
2051,33,164.43,11.47,Two Year,1
2052,73,175.06,66.82,One Year,0
2053,61,44.71,29.33,Two Year,0
2054,64,191.43,20.69,Month-to-Month,0
2055,74,79.19,93.7,Two Year,0
2056,27,139.22,2.83,Two Year,0
2057,47,155.33,44.34,Two Year,0
2058,42,166.15,3.14,Two Year,0
2059,56,190.23,48.88,Month-to-Month,0
2060,37,76.33,50.6,Month-to-Month,0
2061,22,174.53,32.84,Two Year,0
2062,18,43.7,14.08,Month-to-Month,0
2063,47,146.91,38.26,Month-to-Month,0
2064,66,153.56,67.55,One Year,0
2065,20,141.99,78.46,Month-to-Month,0
2066,62,65.42,53.54,Two Year,0
2067,31,177.15,59.39,Month-to-Month,0
2068,73,50.39,20.86,Month-to-Month,0
2069,47,29.65,29.45,Month-to-Month,0
2070,67,149.14,17.03,Month-to-Month,0
2071,21,105.59,25.68,One Year,0
2072,35,172.84,23.26,Two Year,1
2073,79,89.01,52.43,Two Year,0
2074,54,50.29,56.71,Month-to-Month,0
2075,42,170.56,94.55,Month-to-Month,0
2076,65,118.8,20.36,One Year,1
2077,18,54.06,64.53,Month-to-Month,0
2078,70,149.67,81.91,One Year,0
2079,63,112.0,56.46,Two Year,0
